doc_id,doc_title_ger,doc_title_eng
1227054971,Die @Messung der Fähigkeit zur Unterrichtsplanung im Fach Physik mit Hilfe eines standardisierten Performanztests,The measurement of the ability to plan lessons in the subject of physics using a standardized performance test
1227188048,Ganzheitliche Formteil-Qualitätsprognose für das Spritzgießen thermoplastischer Kunststoffe auf der Basis maschineller Lernverfahren,Integrated Quality Prediction for Injection Molding of Thermoplastic Materials Based on Machine Learning Methods
1227189869,Klinische und pedobarographische Ergebnisse nach operativ versorgten Talusfrakturen,Clinical and pedobarographic results after operative treatment of talus fractures
1227241860,"Umweltschonende Aufarbeitung stark salzhaltiger Lösungen bei der Herstellung hochreiner Aminosäuren durch die Integration einer Elektrodialyse, AZ 33486/01","Environmentally friendly processing of strongly saline solutions in the production of highly pure amino acids through the integration of electrodialysis, AZ 33486/01"
1227301790,"Auswirkungen von PPID auf die kardiale Funktion anhand von Gewebedoppler, Speckle Tracking, EKG und Blutdruckmessung","Effects of PPID on cardiac function using tissue Doppler, speckle tracking, ECG, and blood pressure measurement"
1227311141,Epitaktische BaTiO₃-basierte Schichten für elektrokalorische Untersuchungen,Epitaxial BaTiO₃-based layers for electrocaloric investigations
1227312253,Jubeljahre und Freudenfeiern. Studien zum katholischen Jubiläum in der Frühen Neuzeit,Jubilee years and festivals of joy. Studies on the Catholic Jubilee in the Early Modern Period
1227323832,"Rhetorik ist keine Kunst, sondern kein Problem EInfach eine gute Rede halten","Rhetoric is not an art, but a problem. Just give a good speech"
1227377142,"Eine @Kirche, die sich allen Interessierten öffnet",A church that opens to all interested parties.
1227381654,Was Corona über Nacht aus Studierenden und Lehrenden macht (oder machen kann...) Gedanken aus der Fachdidaktik,What COVID-19 does (or can do) overnight to students and educators (or can make them become...) Thoughts from the field of educational science
1227381719,Nichts Neues bei den Masken,Nothing new on the masks
1227386990,Selbst Denken 200 Jahre Arthur Schopenhauers »Die Welt als Wille und Vorstellung« – Ausstellung in der Universitätsbibliothek,Thinking for Oneself 200 Years of Arthur Schopenhauer's »The World as Will and Representation« – Exhibition at the University Library
1227447310,Motorprüfstand als eingebettetes System innerhalb einer Fahrzeugsimulation,A motor testing station as an embedded system within a vehicle simulation
122755365X,Implantate der weiblichen Brust – Teil 2: Implantatkomplikationen,Implantation of the female breast – Part 2: Complications of the Implant
1227558414,5 Fragen an den Dessauer Zukunftskreis,5 Questions for the Dessau Future Circle
122755897X,"Für Sie gelesen: Variabilitäten von Schilddrüsenhormonen, Kreatinin und SDMA bei der Katze","Variation of thyroid hormones, creatinine, and SDMA in the cat"
122770304X,Flexibilisierte Beschäftigung und Bildungszeit - Chance oder Risiko? Befunde einer qualitativen Studie zur Zeitarbeit Flexibilized employment and time for education – opportunity or risk? Findings of a qualitative study on temporary work,Flexible employment and time for education – opportunity or risk? Findings of a qualitative study on temporary work
122770352X,Professionalisierung der wissenschaftlichen Weiterbildung als hochschulische Mehrebenenherausforderung,Professionalization of higher education as a multi-level challenge
1227704046,S-CLEVER. Schulentwicklung vor neuen Herausforderungen. Erste Ergebnisse der Schulleiter*innen-Befragung September und Oktober 2020 für die Schweiz,S-CLEVER. School Development Against New Challenges. Initial Results of the Headteacher Survey September and October 2020 for Switzerland
1227704089,Bildung im digitalen Wandel. Welche Bildungsgelegenheiten bietet das Bildungssystem? Education in digital change. Which educational opportunities does the education system offer?,Education in digital change. Which educational opportunities does the education system offer?
1227707096,Verpackt in Feedbackschleifen Einblicke in Digitale Lehrformate des digitalen Sommersemesters,Encapsulated in Feedback Loops Insights into Digital Teaching Formats of the Digital Summer Semester
1227782780,Geschichten der Vergangenheit bewahrt für die Zukunft – Heimatforscher im Erzgebirge,Stories of the past preserved for the future – local historians in the Ore Mountains
1227832508,Auswirkungen der pilzlichen Artengemeinschaft sowie ausgewählter Pilzenzyme und physikochemischer Totholzparameter auf die Zersetzung von 13 Baumarten im Nationalpark Hainich-Dün,Effects of the fungal species community and selected fungal enzymes and physical-chemical dead wood parameters on the decomposition of 13 tree species in the Hainich-Dun National Park
1227839227,Land und Herrschaft : die „Neue Verfassungsgeschichte“ und ihre Wirkung auf die Landesgeschichte im Süden Deutschlands,"Land and Rule: The ""New Constitutional History"" and Its Impact on Regional History in Southern Germany"
1227840616,Identität und Ausdruck: Einführung,Identity and Expression: Introduction
1227926057,Evaluierung der Herzfrequenzvariabilitätsmessung zur perioperativen Schmerzkontrolle bei Schweinen im Kastrationsmodell,Assessment of heart rate variability measurement for perioperative pain control in pigs in a castration model
1227963629,"Wörterbuch der Melancholie, Stichwort Überleben, uns selbst begründen","Dictionary of Melancholy, Keyword Survival, Justify Ourselves"
1227987242,Lean Management mit der 5S-Methode Praktische Anleitung für effiziente Arbeitsplatzgestaltung und reibungslose Prozesse,Lean Management with the 5S method: Practical guide to efficient workplace design and smooth processes
1227999879,Anmerkungen zur retrospektiven Erfassung von Lebensereignissen und Lebensbedingungen bei Verlaufsuntersuchungen Bewertung und Vergessen,Notes on the retrospective recording of life events and living conditions in follow-up studies Evaluation and Forgetting
1228059748,"Die @Koppelung von Wirtschaftsverbänden und Arbeitgeberverbänden Kartellrechtliche, arbeitsrechtliche und verfassungsrechtliche Aspekte","The coupling of economic associations and employer associations: legal, labor law, and constitutional aspects"
1228059799,Der @christliche Glaube und die Religionen Hauptvorträge des Evangelischen Theologen-Kongresses Wien 26.–30. September 1966,The Christian Faith and the Religions: Main Lectures of the Protestant Theologians' Congress Vienna 26–30 September 1966
1228072833,Futurhythmaschinen - Drum-Machines und die Zukünfte auditiver Kulturen,Futurhythmic Machines - Drum Machines and the Future of Auditory Cultures
1228269211,Zur Einführung,Introduction
1228269300,Worte des Gedenkens - Prof. Dr. Wolfgang Zimmermann für die Kommission für geschichtliche Landeskunde in Baden-Württemberg,Words of Remembrance - Prof. Dr. Wolfgang Zimmermann for the Commission for Historical Regional Studies in Baden-Württemberg
1228333750,Etablierung und Optimierung umweltfreundlicher Prozesse zur Modifikation steroidaler Verbindungen mittels Ganzzellkatalysen,Establishment and optimization of eco-friendly processes for the modification of steroidal compounds using whole-cell catalysts
1228372969,Meaning in Life oder: Die Debatte um das sinnvolle Leben – Überblick über ein neues Forschungsthema in der analytischen Ethik: Teil 1: Grundlagen,Meaning in Life: The Debate on a Meaningful Life – An Overview of a New Research Topic in Analytical Ethics: Part 1: Basic Concepts
122856129X,Metaphysik des Mittelalters,Metaphysics of the Middle Ages
1228627258,Experimentelle Untersuchung der Entstehung von Sekundärströmung in Turbinen-Ringgittern unter periodisch-instationärer Zuströmung,Experimental investigation of the occurrence of secondary flow in turbine ring lattices under periodic-instationary inflow
1228692890,"Segregierte Schulmilieus, variierende Unterrichtsbedingungen und Lernleistungen der Schülerinnen und Schüler. Eine Analyse mit Daten der Grundschulen in Rheinland-Pfalz 2015/16","Segregated school environments, varying teaching conditions, and learning outcomes of students. An analysis using data from elementary schools in Rhineland-Palatinate 2015/16"
1228721637,Ausschluss des „Anormalen“ – oder: Die Etablierung der Schweizer Primarschule als Regelschule,"Exclusion of the ""Abnormal"" – or: The Establishment of the Swiss Primary School as a Regular School"
122876185X,Mit den Augen der Psychoanalyse Der Blick in das Verborgene,The Gaze into the Hidden with the Eyes of Psychoanalysis
1228786690,"""Operation mitten im Ballsaal“ – die Pariser Friedenskonferenz 1919 als Krise der politischen Kommunikation","""The Paris Peace Conference of 1919 – the crisis of political communication"""
1228788103,"Wozu braucht Aristoteles den ""Geist von draußen"" in seinen biologischen Schriften?","Why does Aristotle need the ""external spirit"" in his biological works?"
1228788448,Epikie und Gradualität im Kontext von Barmherzigkeit im Postsynodalen Schreiben Amoris laetitia von Papst Franziskus,Epikie and Gradualitát in the context of mercy in the post-synodal exhortation Amoris laetitia of Pope Francis
1228859574,Untersuchung der Gefäßsteifigkeit von Aorta und Vena cava mittels Ultraschallelastografie,Study of aortic and vena cava elasticity using ultrasound elastography
1228911681,"Christian Wiese, Theologe Goethe, Deine Forscher","Christian Wiese, theologian Goethe, researcher"
1229036504,Das @neuartige Virus trifft auf die alten Verteilungsmechanismen: Warum die COVID-19-Pandemie zu mehr sozialer Ungleichheit führt,The novel virus meets the old distribution mechanisms: How the COVID-19 pandemic leads to greater social inequality
1229087605,Die @Rolle von Vanadium bei der Partialoxidation von Methacrolein zu Methacrylsäure an Heteropolysäuren Eine In-situ-Raman-Studie,The role of vanadium in the partial oxidation of methacrolein to methacrylic acid using heteropolyacids: An in-situ Raman study
1229139796,Upper Quarter Agility – Mehr als Koordinationstraining für die oberen Extremitäten,Upper Quarter Agility – More than just coordination training for the upper extremities
1229191887,Alles richtig gemacht? Das EGMR-Urteil zum Luftangriff im Kundus,All correct? The EU Court of Human Rights ruling on the air strike in Kundus
1229435115,Offene Werkstätten und Postwachstumsökonomien,Open workshops and post-growth economies
1229575081,Wie können Lieferketten mithilfe intelligenter Datennutzung und Datenintegration fit für die Zukunft gemacht werden?,How can supply chains be made future-proof using intelligent data utilization and data integration?
1229688889,Kunstunterricht digital?,Art class digital?
1229700013,Ein @Leben lang aktiv – sportbezogene Motive und Ziele über die Lebensspanne,A life long active – sport-related motives and goals over the life span
1229701230,Senkrechtstarterin 2020: David gegen Goliath,2020 Vertical Starter: David vs. Goliath
1229728023,Arbeit und Krise Erzählungen und Realitäten der Moderne,Work and Crisis: Narratives and Realities of Modernity
1229817786,Ethische Aspekte in der partizipativen Forschung – Reflexion von Herausforderungen und möglichen Beeinträchtigungen für Teilnehmende,Ethical aspects in participatory research – Reflection of challenges and potential impacts on participants
1229834745,Die @Zähringer - Rang und Herrschaft um 1200. Einleitung,The @Zähringer - Rank and Power around 1200. Introduction
1229834753,"Erbrecht, Lehnrecht, Konsens der Fürsten. Der zähringische Erbfall und die Etablierung neuer normativer Ordnungen um 1200","Succession law, feudal law, consensus of princes. The Saxon succession case and the establishment of new normative orders around 1200."
1229835768,Prävalenz supraventrikulärer Extrasystolen bei gesunden Dobermann-Pinschern und ihre Rolle im Rahmen der Diagnose der okkulten Dobermann-Kardiomyopathie,PREVALENCE OF SUPRAVENTRICULAR EXTRASYSTOLES IN HEALTHY DOBERMAN PINCHERS AND THEIR ROLE IN THE DIAGNOSIS OF THE OCCULT DOBERMAN CARDIOMYOPATHY
1229976485,Betriebliche Auswirkungen industrieller Servicerobotik am Beispiel der Kleinteilemontage,Operational Impact of Industrial Service Robotics as an Example of Small Part Assembly
1229987754,Supervision in Gruppen Gemeinsam lernen und erkennen,Supervision in groups. Learning and recognizing together
1230026010,Trauern in virtueller Gemeinschaft. Geteiltes Gefühl in Online Gemeinschaften,Mourning in virtual communities. Shared feeling in online communities
1230026177,CloudBooks - LOOP ein neues Autorentool,CloudBooks - LOOP a new author tool
123003675X,Abriß der Kirchengeschichte,The History of Christianity
1230062513,Synthese und Modiﬁzierung von Metallnanostrukturen für den Einsatz in elektrochemischen Anwendungen,Synthesis and modification of metallic nanostructures for use in electrochemically applications
1230065431,Laborstatistik für technische Assistenten und Studierende,Labor statistics for technical assistants and students
1230085165,"Das @Gute, Wahre und Schöne. Zur Aktualität der Lehre von den Transzendentalien","The Good, True, and Beautiful. On the Relevance of the Doctrine of the Transcendentalia"
1230102582,Herstellerabhängige Resultate des Schirmer-Tränentests,Manufacturer-dependent results of the Schirmer tear test
1230103074,Ein @Kitten kommt ins Haus! Was muss getan werden?,A kitten comes into the house! What must be done?
1230103481,Mitglieder von Sportvereinen: Empirische Befunde zum Wettverhalten und Ausmaß glücksspielbezogener Probleme,Members of sports clubs: Empirical findings on betting behavior and the extent of gambling-related problems
1230103554,Okuläre Thelaziose bei einem Hund in Deutschland – ein autochthoner Fall?,Ocular Thelaziosis in a Dog in Germany – an Autochthonous Case?
1230103570,Diagnostische Wertigkeit von Kotkulturen bei Hunden mit chronischer Diarrhö,Diagnostic significance of fecal cultures in dogs with chronic diarrhea
123013588X,"Vermummung, Durchsuchung, Ausschluss","Masking, Search, Exclusion"
1230323619,Klavier für Wiedereinsteiger für Dummies,Piano for Returning Learners for Dummies
1230407278,Distributionsbasierte Beschaffungsplanung im Flüssiggashandel - Ein robuster Ansatz zur Entscheidungsunterstützung,Supply Chain Planning in the Natural Gas Market - A Robust Approach for Decision Support
1230445226,Katzen als tierliche Akteure und 'companion animals' in der neueren japanischen Literatur,Cats as animal actors and 'companion animals' in recent Japanese literature
1230468838,"Thüringens Corona-Flanken Schließung des Binnenmarktes, Außenhandelsblockaden und krisenanfällige Branchen","Thuringia's market closure due to Corona, blockades of foreign trade, and crisis-prone industries"
1230550666,Untersuchung von Dünnschicht-Übergangsmetall-Chalkogeniden hinsichtlich ihrer elektrischen Eigenschaften Investigation of thin film transition metal chalcogenides regarding their electrical properties,Investigation of thin film transition metal chalcogenides regarding their electrical properties
123055114X,Metaorganismusforschung trifft Schule Wissenschaftskommunikation an der Universität zu Kiel,Metastudy of organisms meets school science communication at the University of Kiel
1230610200,Kulturelle Dimensionen des professionellen Handelns – eine empirische Rekonstruktion der Orientierungen von Lehramtsstudierenden,Cultural dimensions of professional practice – an empirical reconstruction of the orientations of teacher training students
1230625208,Analyse der funktionalen Beziehung zwischen der ESCRT-III Komponente Shrub/CHMP4 und ihrem Regulator Lgd/CC2D1,Analysis of the functional relationship between the ESCRT-III component Shrub/CHMP4 and its regulator Lgd/CC2D1
1230627901,Austreibung der Schatten? die fröhliche Wissenschaft gegen ihre neuen Bewunderer verteidigt,Expulsion of Shadows? The Joyful Science Defends Itself Against Its New Admirers
1230661506,Allgemeine Psychologie: Denken und Lernen,General Psychology: Thinking and Learning
1230691758,"Methanothermobacter — bedeutungsvoll für Wasser, Energie, Klima","Methanothermobacter — significant for water, energy, climate"
1230754792,Vorhofflimmern als prognostischer Faktor bei der Dilatativen Kardiomyopathie des Dobermanns im kongestiven Herzversagen,Atrial fibrillation as a prognostic factor in dilated cardiomyopathy in Dobermans with congestive heart failure
1230755403,Leitfaden zum Erstellen wissenschaftlicher Arbeiten im Studiengang Erziehungswissenschaft,Guide to Creating Scientific Papers in the Educational Science Degree Program
1230755500,"Guérard des Lauriers, Michel Louis-Bertrand","Gérard des Lauriers, Michel Louis-Bertrand"
123075573X,Perspektiven der Eschatologie bei Joseph Ratzinger,Perspectives of Eschatology in Joseph Ratzinger
1230755772,Opera trinitatis ad extra indivisa sunt: ein Grundaxiom der Trinitätstheologie in augustinischer Tradition,The opera of the Trinity are indivisible: a fundamental axiom of Trinitarian theology in the Augustinian tradition
1230755837,Martin Grabmann (1875-1949),Martin Grabmann (1875-1949)
1230755853,Liturgische Bezüge in der Tauf- und Eucharistielehre des Albertus Magnus,Liturgical elements in the baptism and Eucharistic theology of Albert the Great
1230756051,Das @Hohepriestertum Jesu Christi nach dem hl. Thomas von Aquin,The High Priesthood of Jesus Christ according to St. Thomas Aquinas
1230756124,Petrus Aureoli im Disput mit Thomas von Aquin und Johannes Duns Scotus über die Willensfreiheit Gottes,Petrus Aureoli in Dispute with Thomas Aquinas and Johannes Duns Scotus about God's Free Will
1230789510,Leadership ist gefragt!,Leadership is required!
1230796371,Insolventer Adel? Gant-Prozesse gegen Angehörige des mediatisierten Adels im Königreich Württemberg zur ‚Umbruchzeit’ im Kontext der Rechtsvorgaben des sich wandelnden Staates,Insolvent Nobility? Lawsuits against Members of the Mediatized Nobility in the Kingdom of Württemberg during the 'Transition Period' in the Context of the Changing Legal Framework of the State
1230797068,"Die @dialektische Lebenskunst von Guy Debord, Verworfener & Kulturschatz","The dialectical art of life by Guy Debord, Outcast & Cultural Treasure"
1230857737,"Die @Steuerberaterprüfung Prüfung 2021, Paket - Bände 1-3","The @Accountant Audit 2021, Package - Bundles 1-3"
1230870024,Das @gesamte Insolvenzrecht Ausgabe 2021; Die Rechtsgrundlagen für Ausbildung und Praxis,The entire Insolvency Law Edition 2021; The legal foundations for training and practice
1230938427,Erziehung durch Sport zum methodischen Einsatz von Sport in den Hilfen zur Erziehung,Education through sport for the purpose of methodically incorporating sport into procedures for fostering children
1230986529,Leonard Nelsons Ansatz einer axiomatischen Ethik,Leonard Nelson's approach to axiomatic ethics
1231066733,Keramische Hohlfasermembranen in einem Plasma-Membran-Reaktor,Ceramic hollow fiber membranes in a plasma membrane reactor
1231081287,Unterstützung von Aspekten kollaborativer Reflexion durch Prompts in Communities of Practice,Support for aspects of collaborative reflection through prompts in Communities of Practice.
1231274441,Kunst- und Bildgeschichte 1992 – 2010,Art and Visual History 1992 – 2010
1231274662,Der @Blick auf den Osten – eine Kunstgeschichte à part,The View Eastward – A Severed Art History
1231274735,Gibt es Individuen?,Does there exist individuals?
1231274913,Wilhelm Pinder,Wilhelm Pinder
1231275146,"Zwischenzeit. Richard Hamann und die Kunstpolitik in der SBZ/DDR, 1947–1957","Interim. Richard Hamann and Art Policy in the SBZ/DDR, 1947–1957"
1231284196,"Pathosformeln, Figuren und Erinnerungsmotive in Mozarts Zauberflöte","Pathosformulas, figures, and motifs of remembrance in Mozart's The Magic Flute"
1231359285,Ästhetische Wahrnehmung Von der Beobachtung zur Betrachtung,Aesthetic Perception From Observation to Contemplation
1231361700,"Grundlagen der mündlichen Kommunikation. Sprechpädagogische Informationsbausteine für alle, die viel und gut reden müssen",Basic principles of oral communication. Speech pedagogical informational building blocks for all who need to speak a lot and well.
123136257X,Heterogenes Kontaktmodell zur Mischreibungssimulation an Radialgleitlagern aus kurzfaserverstärkten Polymeren,Heterogeneous contact model for simulating mixed writing at radial sliding bearings made of short fiber-reinforced polymers
123143578X,Automatische Erzeugung langzeitverfügbarer Punktmerkmalskarten zur robusten Lokalisierung mit Multi-Kamera-Systemen für automatisierte Fahrzeuge,Automatic generation of long-term available point feature maps for robust localization with multi-camera systems for automated vehicles
1231455829,Der @Einfluss von E-Sport zur Steigerung des kundenwertbasierten Nutzungsverhaltens von Videospielern,The impact of E-sports on the customer value-based usage behavior of video gamers
1231527188,Reformpädagogik in türkischen Elementarschulen. Eine Untersuchung zum türkisch-deutschen Austausch über Erziehung und Unterricht in der ersten Hälfte des 20. Jahrhunderts,Pedagogical Reform in Turkish Elementary Schools. An Investigation into the Turkish-German Exchange on Parenting and Teaching in the First Half of the 20th Century
1231547022,Das @neue Staatliche Museum Ägyptischer Kunst in München,The New State Museum of Egyptian Art in Munich
1231547553,Das @Vaterbild als Thema der Ethnologie,The @Vaterbild as a theme of Ethnology
1231712961,Vielfalt und Verschiedenheiten: religionshermeneutische Perspektiven auf Pluralität,Diversity and Diversity: Hermeneutic Perspectives on Plurality
1231713003,Sozialverpflichtetes Lernen und Handeln: das Compassion-Projekt an staatlichen Schulen als kritisch-konstruktiver Beitrag zur Bildung verantwortlicher Heranwachsender,Socially responsible learning and action: the Compassion Project at state schools as a critical-constructive contribution to education for responsible young people.
123171302X,Sich orientieren - Orientierung suchen: verständigen,Seek orientation - seek orientation: understand
1231714018,"Breit über mein Haupt dein schwarzes Haar: vier auktoriale Versionen von Richard Strauss’ Schack-Vertonung op. 19/2, betrachtet unter performativem Aspekt","Over my head your black hair: Four Authoritative Versions of Richard Strauss' Schack Setting op. 19/2, Considered from a Performative Perspective"
1231714174,"Lexotanil, Dialysepatient und Lachgasjunkie: Bennenungsmotive bei Kletterrouten","Lexotanil, Dialysepatient, and laughing gas addict: Naming motives for climbing routes"
1231791128,Alte und neue Texte und Forschungen zu Valentin und den Anfängen der ‘valentinianischen’ Gnosis - Von J.E. Grabe und F.C. Baur bis B. Aland,Old and new texts and research on Valentin and the beginnings of the 'valentinianic' Gnosis - From J.E. Grabe and F.C. Baur to B. Aland
1231791500,Angespannte Verhältnisse – Universitätsprofessoren und ihre Kollegen an den Berliner Museen um 1900,Tense relations – University professors and their colleagues at Berlin museums around 1900
1231791640,Die @Krise einer philosophischen Bibeltheologie in der Alten Kirche oder: Valentin und die valentinianische Gnosis zwischen philosophischer Bibelinterpretation und mythologischer Häresie,The @Crisis of a philosophical exegesis in the ancient church or: Valentin and the Valentinian gnosis between philosophical biblical interpretation and mythological heresy
1231791667,Disziplin und Geselligkeit,Discipline and sociability
1231801441,Zur angeblichen musikalischen Notation in einer ägyptischen Osirisliturgie,On the supposed musical notation in an Egyptian Osiris liturgy
1231911409,Anwendung von Feinblasentechnologie in der Biokatalyse,Application of nanotechnology in biocatalysis
1231948647,Karl Anton Nowotny †,Karl Anton Nowotny
1231960124,Das @Reichs-Konkursrecht,The Reich Concurrency Law
1231980729,Der @Eigensinn des Körpers,The @Intuition of the body
1232072133,Eigenkapitalkostensatz mit dem CAPM berechnen,Calculate the cost of equity with the CAPM
1232072745,Jeder schweigt für sich allein,Each one is silent for oneself
1232073083,Eurozentrismus und strategische Interessen in der Wissensproduktion über Migration in den 1940er und 1950er Jahren,Eurocentrism and strategic interests in the production of knowledge about migration in the 1940s and 1950s
1232075493,Fachdidaktische Konzepte Sport II Themenfelder und Perspektiven,Didactic Concepts of Sports II: Topics and Perspectives
1232284769,Ethische Leitlinien für pädagogische Beziehungen,Ethical guidelines for pedagogical relationships
1232285234,"Wieder gelesen: Heinz Steinert (1942-2011): ""Widersprüche, Kapitalstrategien und Widerstand oder: Warum ich den Begriff ""Soziale Probleme"" nicht mehr hören kann"" (1981) und ""Über den Import, das Eigenleben und mögliche Zukünfte von Begriffen: Etikettierung, Devianz, Soziale Probleme usw."" (2006)","Reread: Heinz Steinert (1942-2011): ""Contradictions, Capital Strategies, and Resistance or: Why I Can No Longer Stand the Term 'Social Problems'"" (1981) and ""On the Import, Autonomy, and Possible Futures of Concepts: Labeling, Deviance, Social Problems, etc."" (2006)"
1232313793,Quantentechnologien im Praxischeck — Konzepte und Anwendungsfelder,Quantum technologies in practice — concepts and fields of application
1232401455,Fachkräftemangel oder Machkräftemangel? Warum Personalprobleme oft hausgemacht sind,Skill shortage or power shortage? Why personnel problems are often home-cooked
1232403938,Journal Club,Journal Club
1232406228,Untersuchung der Hybridisierungskinetik kurzer DNA-Doppelstränge mit der neuartigen Einzelmolekül-Methode Tethered Multi-Fluorophore Motion,Study of the hybridization kinetics of short DNA double strands using the novel single-molecule method Tethered Multi-Fluorophore Motion
1232407542,Die @Optimierung des Luftwiderstands in der Fahrzeugaerodynamik unter Anwendung der Adjungiertenmethode,The optimization of the aerodynamic drag in vehicle aerodynamics by applying the Adjoint method
1232413623,Methode zur Online-Diagnose der Verschmutzungen von Dampferzeugermembranwänden,Method for Online Diagnosis of Contaminant Detention on Steam Generator Membrane Walls
1232488097,Stresstest Corona Welches Management funktioniert. Und warum.,Stress test COVID-19: Which management works? And why.
1232488313,Männerwürde,Honor
1232488704,Die @Zeit der leeren Kirchen Von der Krise zur Vertiefung des Glaubens,The Time of Empty Churches From Crisis to Deepening of Faith
1232496596,Diversifizierung des Proteoms durch RNA-Editierung,Diversification of the proteome by RNA editing
1232534870,"„Siehe, ich nehme das Vergnügen der Abrechnung auf mich!"" Scherz, Satire, Ironie und andere Emotionen in nichtliterarischen Texten aus Deir el-Medineh","""Behold, I take the pleasure of the reckoning upon myself!"" Jest, satire, irony and other emotions in non-literary texts from Deir el-Medineh"
1232551953,Sexuelle und geschlechtliche Vielfalt,Sexual and gender diversity
1232576700,Untersuchungen zur elektrochemischen Regulation der Musterbildung im Ovar von Drosophila melanogaster,Investigations into the electrochemical regulation of pattern formation in the ovary of Drosophila melanogaster
123264580X,Außerschulischer Lernort Orgel: empirische Untersuchung eines Orgelführungsprojektes als Education-Angebot einer Kirchengemeinde in Kooperation mit allgemeinbildenden Schulen,Out-of-School Learning Space Organ: Empirical Study of an Organ Leadership Project as an Educational Offering of a Parish in Collaboration with General Education Schools
1232646075,Argumentieren mit Nichtwissen: die Risikokurse über Mobilfunk und Grüne Gentechnik,Argumentating with ignorance: the risks of mobile communication and green genetic engineering
1232811629,Deutsches Beamten-Jahrbuch Baden-Württemberg Jahresband 2021,German Public Employees Yearbook Baden-Württemberg Annual Volume 2021
1232815187,Wirkung von Komplementinhibitoren auf die komplementvermittelte Hämolyse durch Kälteautoantikörper,Effect of complement inhibitors on complement-mediated hemolysis by cold autoantibodies
1232816698,Das @Herz auf der Waage. Schuld und Sünde im Alten Ägypten,The Heart on the Scale. Guilt and Sin in Ancient Egypt
123289480X,Recycling von minderwertigen Aluminiumschrotten,Recycling of low-quality aluminum scraps
1232913626,QITA Toolkit - Karten zum Buch,QITA Toolkit - Map to the Book
123291682X,"Rollentraining für Radsportler und Triathleten Equipment, Software, Trainingspläne","Role training for cyclists and triathletes Equipment, software, training plans"
1233007580,Die @literarische Körperkodierung des Décadent,The literary somatic coding of the Decadent.
1233012762,Auctor & Actor. Formen auktorialer Präsenz in antiken Dialogen,Writer & Speaker. Forms of auctorial presence in ancient dialogues
123301286X,Monotheismus,Monotheism
1233018388,Rezidivierende Fehlgeburten: eine Belastungsprobe für die Partnerschaft,Recurrent miscarriages: a test for the relationship
1233108824,Schuldrecht Besonderer Teil Einführung,Contract Law Particular Part Introduction
1233109995,Populationsbilanz-basierte und morphologische Modellierung von Kristallisationsprozessen,Population balance and morphological modeling of crystallization processes
1233113666,Die @Biochemie-Studiengänge bekommen mehr Sichtbarkeit,Biochemistry degree programs gain more visibility
1233113682,Regulation von ABC-Transportern durch FKBPs,Regulation of ABC transporters by FKBPs
1233182358,Das @Fiktionalitätsdilemma Zu einem poetologischen Problem und seiner historisch-narratologischen Auflösung,The Fictionality Dilemma: A Poetological Problem and Its Historical-Narratological Resolution
1233194585,"Was alle werden wollen, aber niemand sein will – alt! Leidfaden 2021, Heft 1","What everyone wants, but no one wants to be – old! Leidfaden 2021, Issue 1"
1233200615,Risikofaktoren der Late-Onset Sepsis bei Frühgeborenen,Risk factors for late-onset sepsis in premature infants
123327421X,„Errare humanum est“? Selbstbildung und Subjektivierung durch Fehlleistung 120 Jahre Zur Psychopathologie des Alltagslebens – Teil II,"""To err is human""?: Self-education and subjectivization through error 120 years on the psychology of everyday life – Part II"
1233286293,Struktur und Dynamik binärer komplexer Plasmen,Structure and Dynamics of Binary Complex Plasmas
123329492X,Das @Spiel Die Welt des Fußballs,The @Game The World of Soccer
1233336320,Die @Relevanz der Bilder für die Tier-Mensch-Relationalität Kasseler Tierbilder zwischen Wunderkammer und dOCUMENTA (13),The Relevance of Images for the Animal-Human Relationship: Kassel Animal Images between Wunderkammer and dOCUMENTA (13)
1233418912,Gut kommunizieren als Führungskraft Wie praxisbezogene Kommunikation zu mehr Produktivität und besseren Ergebnissen führt,Effective Communication as a Leader: How Practice-Oriented Communication Leads to Increased Productivity and Better Results
1233427873,Reproduzierbarkeit und Validität des ICDAS zur Diagnose der okklusalen Karies - ein Vergleich zwischen der Untersuchung extrahierter Zähne und digitalen Abbildungen,Reproducibility and validity of ICDAS for diagnosing occlusal caries - a comparison between the examination of extracted teeth and digital images
1233461494,"Über drei Arten von Kausalität in Erziehungs- und Bildungsprozessen und ihre Bedeutung für Didaktik, Unterrichtsforschung und empirische Bildungsforschung On three forms of causality in educational processes and their impact on didactics, research on teaching and learning and empirical educational research","Three forms of causality in educational processes and their impact on didactics, research on teaching and learning, and empirical educational research"
1233462555,"Corona, die Frage nach der Bildungsgerechtigkeit und eine erste Antwort aus schulischer Sicht Corona, the question of educational equity and a first answer from a school perspective","Corona, the issue of educational equity and a first answer from a school perspective"
1233601377,Was kosten uns Lebensmittel wirklich? Ansätze zur Internalisierung externer Effekte der Landwirtschaft am Beispiel Stickstoff,"The true cost of our food: Investigating the internalization of external effects of agriculture, using the example of nitrogen"
123360225X,Anpassung der Lehrmethoden von Dozierenden in berufsbegleitenden Studiengängen und Weiterbildungszertifikaten an digitale Gegebenheiten,Adaptation of teaching methods by instructors in part-time degree programs and professional development certificates to digital conditions
